"K1","K2","K3","sp1","sp2","sp3","surv_sp"
0.768212337632868,0.604609923787126,0.210467680100225,1,1,1,"1_2_3"
0.0785917990597904,0.96433707844949,0.252739645184621,1,1,1,"2"
0.29123113294532,0.956324171397342,0.0250700300074276,1,1,1,"2"
0.392493576753068,0.913124803473225,0.110235590847823,1,1,1,"1_2"
0.512341198118351,0.625196631175089,0.588757733773385,1,1,1,"1_2_3"
0.196185481018451,0.838304908525159,0.508680781414223,1,1,1,"2_3"
0.818496696224406,0.503686023484278,0.276339552030337,1,1,1,"1_2_3"
0.438835790849936,0.408270876828336,0.800461141969386,1,1,1,"1_3"
0.97393663045461,0.187429685377183,0.12774017730585,1,1,1,"1_3"
0.768789071995742,0.199423841161792,0.607612947818101,1,1,1,"1_3"
0.468633421156279,0.206811815613055,0.858843169326154,1,1,1,"1_3"
0.333106884487443,0.341187943310495,0.878994078959934,1,1,1,"1_3"
0.199489716598848,0.71786269356367,0.666991009055462,1,1,1,"2_3"
0.0234633295258549,0.867338518501813,0.497165331143113,1,1,1,"2_3"
0.950320505844666,0.311247067408475,0.00402482307208938,1,1,1,"1"
0.495302450807406,0.23591957737513,0.836072625574667,1,1,1,"1_3"
0.222474728259481,0.607419763894067,0.762591781831371,1,1,1,"2_3"
0.488882846385243,0.542567115701038,0.683091858735059,1,1,1,"1_2_3"
0.0934538488780723,0.797389483483065,0.596184862069212,1,1,1,"2_3"
0.878338992095333,0.455326664416979,0.145596166281472,1,1,1,"1_2_3"
0.161455936023018,0.933333092913851,0.320657634237508,1,1,1,"2"
0.935591201553813,0.296630396969753,0.191518957726535,1,1,1,"1_3"
0.0529864680077513,0.890376394896104,0.452130854532048,1,1,1,"2_3"
0.413078925097214,0.548998718484496,0.726612832767844,1,1,1,"1_2_3"
0.11700901942011,0.0108283930807487,0.99307181778441,1,1,1,"3"
0.989123447715679,0.00265590043226178,0.147063766346243,1,1,1,"1_3"
0.566305268775003,0.155798513759149,0.809336250064281,1,1,1,"1_3"
0.54702509931009,0.690636878134113,0.473058393103803,1,1,1,"1_2_3"
0.680028310583247,0.251857662300518,0.688570413789188,1,1,1,"1_3"
0.0289888041300304,0.739100679250634,0.672970902169152,1,1,1,"2_3"
0.737626520613136,0.153078127337211,0.657627708524429,1,1,1,"1_3"
0.0234292785928726,0.97861482423909,0.204362654817638,1,1,1,"2"
0.183724425610202,0.0680984321300256,0.980616101731781,1,1,1,"3"
0.563556737724677,0.738716199324517,0.369732579333577,1,1,1,"1_2_3"
0.139868135652574,0.718163360893156,0.681673156065075,1,1,1,"2_3"
0.65712524964675,0.203805243604865,0.725706434418117,1,1,1,"1_3"
0.843282314462129,0.499394608824118,0.198695653683723,1,1,1,"1_2_3"
0.37402284219581,0.722441993251315,0.581536310046789,1,1,1,"1_2_3"
0.338159577443309,0.514904281605858,0.787731985492095,1,1,1,"1_2_3"
0.736816878704483,0.235551937629828,0.633731940125331,1,1,1,"1_3"
0.771209518019225,0.631224490443079,0.0824106909413401,1,1,1,"1_2"
0.653306920589532,0.741226092709488,0.154188024815317,1,1,1,"1_2"
0.134553600264828,0.753292556657988,0.643774535640736,1,1,1,"2_3"
0.139666508803278,0.692553926927157,0.707716274093282,1,1,1,"2_3"
0.475407646506794,0.824538405951226,0.306796327804429,1,1,1,"1_2_3"
0.0919786925225491,0.992471930133535,0.0808664826665371,1,1,1,"2"
0.602241266940024,0.770825590727424,0.207685736328214,1,1,1,"1_2"
0.11213193424837,0.872613321027108,0.475365565946631,1,1,1,"2_3"
0.579391259222144,0.135775449680245,0.803660871264183,1,1,1,"1_3"
0.880411769298255,0.0974973918170104,0.464079061227715,1,1,1,"1_3"
0.999077080386538,0.00138696513097229,0.0429309186255796,1,1,1,"1"
0.910200399390181,0.0506347433450153,0.411061255430793,1,1,1,"1_3"
0.794603404697909,0.577987919454255,0.185837009789308,1,1,1,"1_2_3"
0.650005678670548,0.466893701855352,0.599585597612089,1,1,1,"1_2_3"
0.99773840320625,0.0120404370544352,0.0661294687940306,1,1,1,"1_3"
0.241085067887493,0.949619215796811,0.20025317733093,1,1,1,"2"
0.473491159585699,0.305443624811207,0.826141824299182,1,1,1,"1_3"
0.539248944403284,0.761216158394212,0.360222897883382,1,1,1,"1_2_3"
0.225376612108621,0.383048994799802,0.895811838667754,1,1,1,"3"
0.441563605386037,0.349058788113203,0.826546759015741,1,1,1,"1_3"
0.850424641645297,0.452673849229049,0.26807520419954,1,1,1,"1_2_3"
0.713684901355099,0.69449643381806,0.0912609718979525,1,1,1,"1_2"
0.886052141295982,0.10893713076808,0.450604376859372,1,1,1,"1_3"
0.586908585191124,0.458105826285318,0.667590716346774,1,1,1,"1_3"
0.32637548426637,0.191043105867616,0.925732993346541,1,1,1,"1_3"
0.710256002607311,0.595394144162616,0.375555886463186,1,1,1,"1_2_3"
0.759153240631833,0.536768708290688,0.368192491827485,1,1,1,"1_2_3"
0.703584978230339,0.572653108762192,0.42075716920049,1,1,1,"1_2_3"
0.601069604291246,0.741608403561411,0.297879684712235,1,1,1,"1_2_3"
0.605181604198162,0.718996327349027,0.341759428836646,1,1,1,"1_2_3"
0.595835853622302,0.393615665355697,0.700033101735036,1,1,1,"1_3"
0.414509007752432,0.74055453340319,0.528924631254849,1,1,1,"1_2_3"
0.743391352159639,0.256156814170256,0.617861622119718,1,1,1,"1_3"
0.397145880047331,0.884806807983244,0.243704867632828,1,1,1,"1_2"
0.252306148297205,0.464519458628745,0.848859988506165,1,1,1,"1_2_3"
0.0338007440784611,0.890348607822224,0.454022979868606,1,1,1,"2_3"
0.627237147455448,0.721973106433646,0.292110243638431,1,1,1,"1_2_3"
0.195681009043892,0.863544222386369,0.464758344392745,1,1,1,"2_3"
0.429999576962471,0.902012097788479,0.0383997298860657,1,1,1,"1_2"
0.417747592446654,0.89568968742242,0.152403847884992,1,1,1,"1_2"
0.576450038120425,0.11280195844561,0.80930900879812,1,1,1,"1_3"
0.0257686319898039,0.826050036175056,0.563007384801091,1,1,1,"2_3"
0.125139690771196,0.876324038247405,0.465184090208866,1,1,1,"2_3"
0.551552526203399,0.75338735375568,0.358046513793478,1,1,1,"1_2_3"
0.980913130071027,0.194433962871862,0.00220575071201558,1,1,1,"1"
0.709224539578296,0.629922860318731,0.316540269962328,1,1,1,"1_2_3"
0.849299701445972,0.336211043798707,0.40700387117516,1,1,1,"1_3"
0.0616744016996341,0.707197002442925,0.704321423719833,1,1,1,"2_3"
0.542478152283896,0.749683140613254,0.379068124451131,1,1,1,"1_2_3"
0.481583103442127,0.822222342638106,0.303361391323541,1,1,1,"1_2_3"
0.340455423765253,0.932092274850107,0.123669299317067,1,1,1,"1_2"
0.322302347032715,0.56815036614872,0.7571831737052,1,1,1,"1_2_3"
0.686645247418602,0.223470433871755,0.691794239194442,1,1,1,"1_3"
0.36008985237573,0.68559926137302,0.632683926633824,1,1,1,"1_2_3"
0.858737852652124,0.37153768342511,0.352886738511838,1,1,1,"1_3"
0.954520527384461,0.0322258719988603,0.296398474988659,1,1,1,"1_3"
0.456415557537082,0.297599378852574,0.838522181307493,1,1,1,"1_3"
0.274949327263896,0.448565382051976,0.850406941094495,1,1,1,"1_2_3"
0.212784615266504,0.949520932188268,0.230505329314116,1,1,1,"2"
0.176197091354061,0.224622727021321,0.958383647347905,1,1,1,"3"
0.460410834059275,0.744599922982203,0.483314409650426,1,1,1,"1_2_3"
0.982457492307502,0.186414222393805,0.00519745112209207,1,1,1,"1"
0.436934022298936,0.780609432026179,0.446920098887305,1,1,1,"1_2_3"
0.745987793087596,0.100228523744592,0.658374100031492,1,1,1,"1_3"
0.727228712181463,0.0101063275622776,0.686320815888673,1,1,1,"1_3"
0.625978865722409,0.42768405270048,0.6521018407692,1,1,1,"1_3"
0.936816443676651,0.270727766387579,0.221543285530897,1,1,1,"1_3"
0.448539129331745,0.471437557270421,0.759315006471767,1,1,1,"1_2_3"
0.630558946551384,0.764556970933928,0.133596605946204,1,1,1,"1_2"
0.0758729882376719,0.989104412597787,0.126157642001877,1,1,1,"2"
0.307849736603803,0.943827979807746,0.120071995923277,1,1,1,"2"
0.320899936469535,0.946638836569386,0.0299690485736,1,1,1,"1_2"
0.105252309097012,0.153142227204894,0.982583029405898,1,1,1,"3"
0.396356218477014,0.459067284981112,0.795084257129187,1,1,1,"1_2_3"
0.518012615494678,0.176753036341734,0.836911760182841,1,1,1,"1_3"
0.679153344315091,0.132093390839166,0.72201251443603,1,1,1,"1_3"
0.92807204765036,0.324366958351761,0.182943572447068,1,1,1,"1_3"
0.31208593471412,0.945399440059027,0.0939269295233953,1,1,1,"1_2"
0.160299137831492,0.474107355711088,0.865751928482473,1,1,1,"2_3"
0.779077816127272,0.497240651359344,0.381823900579962,1,1,1,"1_2_3"
0.889197173061411,0.152191335903648,0.431469795808998,1,1,1,"1_3"
0.986849163388169,0.13722724985082,0.0854248828998435,1,1,1,"1_3"
0.996574854427957,0.0641639274325225,0.0521684764808245,1,1,1,"1"
0.382532891822661,0.817557184709854,0.430428665870538,1,1,1,"1_2_3"
0.0915021319476957,0.828580826681128,0.552341537008983,1,1,1,"2_3"
0.925597269716683,0.277494472813429,0.257422826981252,1,1,1,"1_3"
0.92801654190797,0.209929955214219,0.307757553682974,1,1,1,"1_3"
0.427807372945184,0.844114540051286,0.323189565004421,1,1,1,"1_2_3"
0.500297773870556,0.740941883175443,0.448003641968002,1,1,1,"1_2_3"
0.0925748574438696,0.913850597444861,0.395356777251786,1,1,1,"2_3"
0.0487763441537115,0.541520456524889,0.839271388417403,1,1,1,"2_3"
0.781374099302181,0.621416679424962,0.0574092977849305,1,1,1,"1_2"
0.332558551848789,0.84992331085593,0.408699370266128,1,1,1,"1_2_3"
0.31222711461955,0.367698895540017,0.875963327494366,1,1,1,"1_3"
0.990197758388533,0.0192173836872931,0.138344105210664,1,1,1,"1_3"
0.652303947483653,0.0128589148825266,0.757848407272383,1,1,1,"1_3"
0.862293112223073,0.483814181990639,0.149580834057629,1,1,1,"1_2_3"
0.247893960885524,0.663658046444937,0.705766662251325,1,1,1,"2_3"
0.486924240304424,0.449882090062255,0.748672751771545,1,1,1,"1_3"
0.268736961987686,0.0390237502030658,0.962422772061072,1,1,1,"1_3"
0.429074356734017,0.699869934099146,0.57103176070806,1,1,1,"1_2_3"
0.524913758475514,0.749002549493552,0.404302766519435,1,1,1,"1_2_3"
0.209918601240912,0.914470376833221,0.345945242412099,1,1,1,"2"
0.337251974240826,0.919158144380867,0.203493025651954,1,1,1,"1_2"
0.906005690458141,0.388744254611475,0.167426381923623,1,1,1,"1_3"
0.732144371133498,0.551851790402194,0.399279627889313,1,1,1,"1_2_3"
0.00949960470085481,0.0664162521252699,0.997746780984113,1,1,1,"3"
0.511941707556179,0.343813106379394,0.787215495240163,1,1,1,"1_3"
0.213452627986429,0.944342092929738,0.2503117798402,1,1,1,"2"
0.158589842304322,0.101840131450604,0.982078331674217,1,1,1,"3"
0.441130104106836,0.733356978424071,0.517292734771529,1,1,1,"1_2_3"
0.413795994573652,0.421459994493511,0.806935157194388,1,1,1,"1_3"
0.783000238105526,0.318747146326875,0.534145002630525,1,1,1,"1_3"
0.993695998525125,0.0869760829819976,0.0707348818070897,1,1,1,"1_3"
0.0536201893821065,0.98939057780953,0.135022812266491,1,1,1,"2"
0.935491136875037,0.141443282970408,0.323805698731205,1,1,1,"1_3"
0.648629322096048,0.106990239524851,0.753547006605186,1,1,1,"1_3"
0.0541416298777713,0.424925460060034,0.903607789534235,1,1,1,"3"
0.962180455849132,0.253960523913462,0.0985536537909997,1,1,1,"1_3"
0.117281774448406,0.588844926941422,0.799691588925121,1,1,1,"2_3"
0.319157328135001,0.43456610993545,0.842194096389483,1,1,1,"1_3"
0.983528605127306,0.136505047682629,0.118481453626713,1,1,1,"1_3"
0.714568311117016,0.29722123030402,0.633286403615252,1,1,1,"1_3"
0.972672310289253,0.126376584243355,0.194775603584096,1,1,1,"1_3"
0.164349609608017,0.418886518001198,0.89304159525664,1,1,1,"3"
0.345116264406361,0.910681040715118,0.227056834568416,1,1,1,"1_2"
0.445177042768213,0.632458433945925,0.633887789693741,1,1,1,"1_2_3"
0.155789526343943,0.833532485486652,0.530050204339149,1,1,1,"2_3"
0.301962435219764,0.793570804868389,0.528265146850222,1,1,1,"1_2_3"
0.302138634307812,0.0893454431011354,0.949067772846424,1,1,1,"1_3"
0.359372393665166,0.692311758328986,0.625744286390852,1,1,1,"1_2_3"
0.74956826918257,0.53438676097229,0.390612595204239,1,1,1,"1_2_3"
0.708014593969702,0.00198653733438445,0.706195007342403,1,1,1,"1_3"
0.245204669585626,0.963324210280245,0.109000623398891,1,1,1,"2"
0.63624445832356,0.195342005082335,0.746347432703411,1,1,1,"1_3"
0.738198239213758,0.480188517696723,0.473795680746386,1,1,1,"1_2_3"
0.679120777413616,0.392660117995191,0.62017175155043,1,1,1,"1_3"
0.582566709534149,0.626090725122023,0.518291841397041,1,1,1,"1_2_3"
0.72106867683908,0.125350335928864,0.681430302058883,1,1,1,"1_3"
0.386620291637259,0.217011484950207,0.896342995450975,1,1,1,"1_3"
0.630718999976048,0.712124445172945,0.308337992560662,1,1,1,"1_2_3"
0.591824376027397,0.443768330911878,0.672914241504419,1,1,1,"1_3"
0.225021944041829,0.650129839728223,0.725738462667227,1,1,1,"2_3"
0.504477823501437,0.681383998334353,0.530299889127976,1,1,1,"1_2_3"
0.00523268002572132,0.975468480829,0.220076945564299,1,1,1,"2"
0.312626114440271,0.807003644454604,0.501009012301141,1,1,1,"1_2_3"
0.792386024214984,0.603650149962652,0.0879254518261811,1,1,1,"1_2"
0.929036364596771,0.243360268053317,0.278688380076806,1,1,1,"1_3"
0.733389029606181,0.579344377740937,0.355669261018253,1,1,1,"1_2_3"
0.660286576228971,0.657348809924544,0.363199916495872,1,1,1,"1_2_3"
0.413971977956103,0.706881454215301,0.573537977080483,1,1,1,"1_2_3"
0.178832964834649,0.959795318825671,0.216360154947204,1,1,1,"2"
0.673679438705303,0.261615828102605,0.691167976943302,1,1,1,"1_3"
0.199601997044657,0.0552057863763838,0.978320685627341,1,1,1,"3"
0.705183361868449,0.664157403441839,0.248216376569529,1,1,1,"1_2_3"
0.266466628867328,0.816955514525715,0.511448162560103,1,1,1,"2_3"
0.317382504390198,0.717909907178035,0.619575428081708,1,1,1,"1_2_3"
0.991265020526121,0.049973709809827,0.122050347845441,1,1,1,"1_3"
0.728869861089886,0.0211209618385839,0.684326406450769,1,1,1,"1_3"
0.951918383241136,0.24024627660722,0.190087133241438,1,1,1,"1_3"
0.54262972317694,0.473971717339727,0.693472273913635,1,1,1,"1_2_3"
0.959155131576774,0.269853564844101,0.0848556840221792,1,1,1,"1_3"
0.441872062989913,0.11665825284714,0.889460472416673,1,1,1,"1_3"
0.0801007186112696,0.996725977382106,0.0110091275605536,1,1,1,"2"
0.688650149593972,0.441115780975478,0.575480528983035,1,1,1,"1_3"
0.295221389899118,0.413624069190945,0.861254585086174,1,1,1,"1_3"
0.687858769818642,0.678581052935356,0.257639413484676,1,1,1,"1_2_3"
0.624680720043054,0.70096171263046,0.344131770449439,1,1,1,"1_2_3"
0.473305715006454,0.880840254132042,0.0101067721270799,1,1,1,"1_2"
0.659565457133717,0.459399752150882,0.594916191979761,1,1,1,"1_3"
0.244314720795165,0.818658969189063,0.519718971530848,1,1,1,"2_3"
0.975457983082406,0.216138146518972,0.0420240985643802,1,1,1,"1"
0.031256028103995,0.17278180049724,0.984464072541042,1,1,1,"3"
0.177181955245806,0.0234310816864912,0.983899150902304,1,1,1,"3"
0.331317458578408,0.359834389857051,0.872208663977461,1,1,1,"1_3"
0.312048767842731,0.929287785159661,0.197610168870139,1,1,1,"1_2"
0.268142908367427,0.949437388906329,0.163303475893781,1,1,1,"2"
0.793982945590084,0.507487373928929,0.334735189985777,1,1,1,"1_2_3"
0.53271405804612,0.355966773583273,0.767791240158905,1,1,1,"1_3"
0.698662721182417,0.127094451680045,0.704072015053949,1,1,1,"1_3"
0.230930397176698,0.545508466281372,0.805662252358367,1,1,1,"2_3"
0.58637755447168,0.808796310945914,0.0448318080395224,1,1,1,"1_2"
0.462322392877809,0.861241875643749,0.210998665117519,1,1,1,"1_2"
0.274751385889119,0.931216339792803,0.239474016241644,1,1,1,"2"
0.0515504554142919,0.968881735652119,0.242096536254273,1,1,1,"2"
0.878191387128449,0.468441273892767,0.0966574388608151,1,1,1,"1_2"
0.813603936224555,0.56348463924758,0.143295834872946,1,1,1,"1_2"
0.507906441116805,0.668458855930893,0.543317407230454,1,1,1,"1_2_3"
0.661549453368292,0.627210283852832,0.411046932329344,1,1,1,"1_2_3"
0.67232308312448,0.0962466267156448,0.733974290247181,1,1,1,"1_3"
0.665755089748802,0.604544673820576,0.437373865049957,1,1,1,"1_2_3"
0.621378602998985,0.526824354016876,0.579952352999565,1,1,1,"1_2_3"
0.917802787253987,0.358596923841077,0.170429721353203,1,1,1,"1_3"
0.644712482686404,0.536158614336923,0.544866731357902,1,1,1,"1_2_3"
0.966532663842708,0.204636754844715,0.154720419763335,1,1,1,"1_3"
0.059992290247399,0.112717253683348,0.991814370652571,1,1,1,"3"
0.373109836473504,0.657116715880576,0.654970741054164,1,1,1,"1_2_3"
0.513205003874574,0.318045683749446,0.797162196197515,1,1,1,"1_3"
