"comm","param","n_sp_pruned","n_sp_pool","mean_comp_strength_pool","mean_comp_strength","Omega_pool","omega_pool","Omega_obs","omega_obs","Omega_percentile","omega_percentile","Omega_expect_comm","omega_expect_comm","comp_strength_expect"
1,0.05,13,20,0.0500000002079171,0.0292711834068058,4.60897465593584e-08,0.429714705337037,0.0300669181277051,0.763712530949618,0.978,0.978,0.00357309195829425,0.578289820749484,0.0500869736785129
1,0.05,14,20,0.0500000002079171,0.03948454387373,4.60897465593584e-08,0.429714705337037,0.00680695189146838,0.700181941795387,0.97,0.97,0.00116908925063443,0.552254169214261,0.050028578279131
1,0.05,13,20,0.0500000002079171,0.0218405314287002,4.60897465593584e-08,0.429714705337037,0.0879669617818625,0.829456881941769,1,1,0.00363852753608621,0.582680322787305,0.0491738389576821
1,0.05,12,20,0.0500000002079171,0.0271676477322297,4.60897465593584e-08,0.429714705337037,0.0577117395056341,0.788446108025945,0.968,0.968,0.00896601801622004,0.600125729663441,0.0506262570149639
1,0.05,14,20,0.0500000002079171,0.0358758124543992,4.60897465593584e-08,0.429714705337037,0.00362555756573884,0.669375216956751,0.914,0.914,0.0013404712936417,0.554586037485599,0.0499680272211924
1,0.05,14,20,0.0500000002079171,0.0265160839078436,4.60897465593584e-08,0.429714705337037,0.0198626007889823,0.755842226653268,0.994,0.994,0.0010199384270619,0.544887511304743,0.0510556630887295
1,0.05,12,20,0.0500000002079171,0.0214863284144708,4.60897465593584e-08,0.429714705337037,0.104694607615011,0.828565843494323,0.988,0.988,0.00956507378782669,0.604553515286639,0.0506483351848178
1,0.05,14,20,0.0500000002079171,0.0330515934448367,4.60897465593584e-08,0.429714705337037,0.00696750917214157,0.70134888461589,0.962,0.962,0.00119933006736266,0.551369462486318,0.0502840520773659
1,0.05,13,20,0.0500000002079171,0.0219039612830769,4.60897465593584e-08,0.429714705337037,0.0654415733462651,0.810796425805422,1,1,0.00286052207527649,0.575918225474791,0.0505449631736436
1,0.05,14,20,0.0500000002079171,0.0250823015066852,4.60897465593584e-08,0.429714705337037,0.0332405279580569,0.784160299301958,0.998,0.998,0.00102346686884449,0.552135062538289,0.0504893299636113
1,0.05,14,20,0.0500000002079171,0.0299266091162009,4.60897465593584e-08,0.429714705337037,0.0135827685703596,0.735600509721461,0.984,0.984,0.0011814481248152,0.554393789756568,0.0501048752164266
1,0.05,11,20,0.0500000002079171,0.0124420275990898,4.60897465593584e-08,0.429714705337037,0.395057642946025,0.919036520922782,1,1,0.0252009902212144,0.644201394016672,0.0483969150065895
1,0.05,13,20,0.0500000002079171,0.0278863669721311,4.60897465593584e-08,0.429714705337037,0.0388797523041585,0.778963649128354,0.988,0.988,0.00319122131994835,0.568119538273763,0.0513934525955469
1,0.05,12,20,0.0500000002079171,0.0207629951620656,4.60897465593584e-08,0.429714705337037,0.0947909309404158,0.82173269260503,0.982,0.982,0.0104959123755037,0.605042736826029,0.0500135747768503
1,0.05,13,20,0.0500000002079171,0.0337188895076346,4.60897465593584e-08,0.429714705337037,0.0202340866544922,0.740796188016129,0.96,0.96,0.00365053899960326,0.580774793199115,0.0497960348001823
1,0.05,15,20,0.0500000002079171,0.0347165904044549,4.60897465593584e-08,0.429714705337037,0.00229122506236708,0.666813704163649,0.96,0.96,0.000396766223803426,0.531189539187112,0.0498010630843784
1,0.05,13,20,0.0500000002079171,0.0216784859985637,4.60897465593584e-08,0.429714705337037,0.0778243340095148,0.821677104113365,1,1,0.00379075221020831,0.58091933627662,0.0495363763915602
1,0.05,13,20,0.0500000002079171,0.026066268754425,4.60897465593584e-08,0.429714705337037,0.00810559299148194,0.690458041019633,0.882,0.882,0.00380011400312411,0.581268309543969,0.0496308871948735
