"comm","param","Omega_pool","omega_pool","comp_strength_pool"
132,"1",1.18870509157949e-06,0.505537883811429,-0.0282669445433756
133,"1",2.27725258386724e-06,0.522240513995402,-0.0782985779913897
134,"1",7.44696433657512e-07,0.493854441197053,-0.0512350443041995
135,"1",2.07061386591932e-07,0.463238829840076,0.0246499185200169
136,"1",1.93818467780315e-06,0.518047709437556,-0.0774473861728763
137,"1",3.72363297348133e-07,0.477032911950906,0.0311816841268566
138,"1",1.06169422590433e-07,0.448022652323343,0.0580647723446078
139,"1",9.83406991531791e-08,0.4463100481448,0.0895330118310008
140,"1",1.01908252611472e-06,0.501661148105263,-0.0317416005170566
141,"1",7.58349985572304e-07,0.494303270742275,-0.0125567027561403
142,"1",2.06444117635138e-06,0.519684932930531,-0.068319174396428
143,"1",1.32915572106288e-07,0.453084070183311,0.0424406708830241
144,"1",4.17381788477369e-07,0.479762915230161,0.0234995762902547
145,"1",5.55684094222685e-07,0.486677645477796,-0.00989404668646055
146,"1",1.09280003301898e-06,0.503416023670917,-0.0478700314185146
147,"1",1.68619812909906e-07,0.458506429630083,0.0398867992922828
148,"1",3.07239788973983e-06,0.53011961380048,-0.0714580428467405
149,"1",1.08051208724119e-05,0.564522792895363,-0.135461742591034
150,"1",1.65415333640295e-06,0.51395937019606,-0.0451135125158543
151,"1",8.93477942582774e-07,0.498372639612573,-0.0403514590999036
152,"1",6.21049937492829e-07,0.489391391917983,-0.0129353579939678
153,"1",6.87024243828431e-07,0.491868038549228,-0.0223456178263047
154,"1",2.28935229941138e-06,0.522378905948077,-0.0709836618183215
155,"1",1.48997683389989e-07,0.455678959344987,0.0628500549494842
156,"1",2.99138861390714e-07,0.471838790352546,0.0342121095093522
157,"1",1.22385685651429e-06,0.506275057039153,-0.0245675606902612
158,"1",5.26842763387291e-07,0.485382429303401,0.0059147495936107
159,"1",4.30616113880172e-08,0.42825704288121,0.0788291025645193
160,"1",1.46052993085725e-06,0.510770166951455,-0.0385610678162361
161,"1",2.23730849246219e-07,0.465035699291957,0.0502292370648159
162,"1",2.15789588946379e-06,0.520836635023721,-0.0912877263283517
163,"1",1.31990663355722e-07,0.45292590479527,0.0798319193052122
164,"1",2.72762626338173e-07,0.469666131116456,0.0378172225374616
165,"1",8.38435612530285e-08,0.44276520664018,0.111768617908175
166,"1",6.65022843254369e-07,0.491068218819495,-0.00903137431653594
167,"1",5.09798427858656e-06,0.543713259937699,-0.0978551202396233
168,"1",1.31207280995444e-06,0.508039987637616,-0.0483156212261113
169,"1",2.77697213352139e-07,0.470087362509528,0.0326200121971855
170,"1",4.8549073040353e-07,0.48340267253193,0.00982702124690446
171,"1",1.60074924939677e-06,0.513116718692526,-0.0497023517140712
172,"1",3.94976061190423e-07,0.478441164465874,0.000946646215460442
173,"1",7.05769989944622e-08,0.438968300500842,0.100541376589089
174,"1",1.34142213145945e-06,0.508602245607273,-0.0378047006863511
175,"1",2.44776773151276e-08,0.416330770513367,0.110969715058488
176,"1",6.51671138798756e-07,0.490570495039141,-0.03929665889902
177,"1",1.88021382375148e-06,0.517261746766515,-0.0654272119126818
178,"1",5.25369478168269e-07,0.485314471800517,0.000122931684977699
179,"1",1.28481141771013e-07,0.45231601961758,0.0708956275769425
180,"1",1.44823693064832e-06,0.510554350118047,-0.0546175518842504
181,"1",1.29657906942645e-07,0.452522263023948,0.0672440563999883
182,"1",2.72757484580875e-06,0.526973569778204,-0.0683188029747698
183,"1",1.12886688546345e-06,0.504234011958199,-0.0191519103651117
184,"1",8.60700582666641e-08,0.443345806412207,0.0651742878256077
185,"1",8.82137634141129e-07,0.498054441691576,-0.0186526520070646
186,"1",1.76932285641636e-06,0.515691952743032,-0.0405578927784065
187,"1",6.2347576633137e-08,0.436255563893454,0.0855843911368539
188,"1",3.32323921663795e-07,0.474327255150764,0.0384613031313567
189,"1",9.27469642427624e-07,0.499303930903883,-0.0488141669629787
190,"1",1.51922004249939e-06,0.511777318048457,-0.0532525748851325
191,"1",1.38596510086533e-06,0.509433634028095,-0.0403355249826733
192,"1",1.03674617833132e-06,0.502092370517971,-0.0464165871924297
193,"1",7.37715657585219e-07,0.493621934921423,-0.0439997392782402
194,"1",7.7598208179264e-07,0.494871661179054,-0.0454354945527221
195,"1",7.51521908167884e-07,0.494079781520902,-0.0335691725864439
196,"1",4.47546322160163e-07,0.481439699837334,-0.0103701866230834
197,"1",1.80160376475069e-06,0.516158357880176,-0.0498252962052347
198,"1",6.7192527953851e-07,0.491321816719405,-0.0182834964813517
199,"1",5.22859347696594e-07,0.485198270156779,-0.00965769842747332
200,"1",1.09136519487738e-06,0.503382953970812,-0.0184280616534854
201,"1",1.42323886699884e-06,0.510110061558534,-0.0404715195973763
202,"1",4.61079830008803e-07,0.48215736631072,-0.000909515364770276
203,"1",2.56101148585175e-07,0.468188321357002,0.0146579429570367
204,"1",5.93342153226235e-07,0.488275867365957,-0.00232043685608508
205,"1",1.52257155952798e-07,0.456172274204268,0.0574734946887141
206,"1",2.15904826327891e-07,0.464208531090761,0.0291341529960413
207,"1",1.32053268944769e-06,0.50820327311741,-0.0576988034098773
208,"1",1.52716686896756e-06,0.511910838359229,-0.0346769705984954
209,"1",6.40399981074771e-07,0.490142730151858,0.00920627781080194
210,"1",4.93029024957922e-07,0.483775225856599,0.0211281372641399
211,"1",1.93263659973499e-06,0.517973462528999,-0.0598441186348467
212,"1",7.02499842498107e-07,0.492416176430388,-0.0482291879671164
213,"1",7.4595742591763e-08,0.440185469163325,0.0770345145653308
214,"1",5.41080298091717e-06,0.545334641015316,-0.11424070268597
215,"1",2.43781856608079e-06,0.524022662032906,-0.0555117772444044
216,"1",2.11780299551102e-07,0.463761057756905,0.04989326170832
217,"1",8.23779999874731e-07,0.496352898340044,-0.0242564396569545
218,"1",7.09176274803122e-07,0.492649118342103,0.00182880001392363
219,"1",2.50199596061918e-07,0.467642884026487,0.0414362404938152
220,"1",7.41743431437359e-07,0.493756340334511,-0.00243008037397329
221,"1",1.26850617284546e-06,0.507182931118386,-0.0401490825246204
222,"1",1.3669012202798e-06,0.509080962521338,-0.0139861473778753
223,"1",2.1750555703952e-07,0.464380011401023,0.0501625849757008
224,"1",1.67070226784131e-07,0.45829482481587,0.0386942806440287
225,"1",2.94415215519014e-07,0.471463431168439,0.0386565272819166
226,"1",7.55251911276476e-07,0.494202105853049,-0.0316805792097217
227,"1",1.56601975108127e-07,0.4568144801449,0.0771807015605629
228,"1",4.895194646706e-07,0.48360245653603,0.0183253474620691
229,"1",4.47096475464857e-07,0.481415492563553,0.0250711875165202
230,"1",1.26742467898873e-06,0.507161301839297,-0.0555829178132994
231,"1",1.35224226714647e-07,0.45347434828996,0.0698468698711212
232,"1",6.10383597417564e-07,0.488967667434175,-2.34593297311607e-05
233,"1",1.35080800020874e-06,0.508779590234263,-0.05784217428592
234,"1",4.32863901185993e-07,0.480637407497536,0.012078024319962
235,"1",1.43488957901894e-07,0.454821434978712,0.0638039951233363
236,"1",1.09699471822069e-06,0.50351246543066,-0.0107831880506327
237,"1",1.19649252449227e-06,0.505702964434578,-0.0492164106479561
238,"1",7.80146917124706e-07,0.495004127044005,-0.0300182978156929
239,"1",6.64072878812001e-07,0.491033121215356,-0.00239057164244503
240,"1",2.35394230702593e-07,0.466218809141591,0.00614061228725692
241,"1",1.41516215815059e-07,0.454506721656172,0.0700396855297086
242,"1",4.8386230008314e-07,0.483321471754932,-0.00401914810425188
243,"1",5.5410338377289e-07,0.486608331109859,-0.00915888843276561
244,"1",4.32314636190942e-07,0.480606894840616,0.0228316913170104
245,"1",1.47489099422772e-06,0.511020115973446,-0.057299519457718
246,"1",1.36363631062745e-06,0.509020095210177,-0.036885842429094
247,"1",1.91732750108161e-06,0.517767534057387,-0.0579106887867355
248,"1",1.56551666118105e-07,0.456807141354067,0.0435013031389802
249,"1",6.16683900106901e-07,0.489218791549688,-0.0344378500640347
250,"1",1.43368196125029e-07,0.454802288204434,0.0521824095974424
251,"1",1.62720719696922e-07,0.457690757865025,0.0354287754256495
252,"1",2.4473202608137e-06,0.524124595551657,-0.0859203083959097
253,"1",7.11424938652594e-07,0.492727105806788,-0.0136861443772616
254,"1",1.14773659705175e-07,0.449771685186763,0.0764938941474703
255,"1",8.0855712783915e-07,0.495890211237951,-0.0151451622915175
256,"1",3.16270869186503e-06,0.530888062085479,-0.0575079730711386
257,"1",8.25331215818527e-07,0.496399589367476,-0.0293395367347985
258,"1",9.01817541403687e-07,0.498604201676287,-0.0391253079095412
259,"1",6.0977526633289e-07,0.488943289719923,-0.00552217491195606
260,"1",1.58583471375633e-07,0.457101762670631,0.0526925049767507
261,"1",6.3831743630997e-07,0.49006291095573,-0.0161615657068048
262,"1",3.77048422434073e-06,0.535574457310014,-0.0797242305969277
263,"1",3.84906127616033e-07,0.477823759794087,0.0163776063470901
264,"1",1.89048986448524e-06,0.517402732129803,-0.0676076593317873
265,"1",1.70438474282362e-07,0.458752434415441,0.0563599995404237
266,"1",6.40103789902942e-07,0.49013139287379,-0.0146725839007532
267,"1",4.6170873088004e-07,0.482190227529493,-0.00718506215113534
268,"1",2.2580317877819e-07,0.465250129379392,0.0599920895864218
269,"1",1.44148572418668e-06,0.510435083949671,-0.0173565953804514
270,"1",1.28018012322347e-06,0.507415294983419,-0.0509169360538192
271,"1",6.33327509501865e-07,0.489870647313924,4.9622951545706e-05
272,"1",1.05783756549671e-07,0.447941138285765,0.0820842854161623
273,"1",4.77196702881566e-06,0.541919616190716,-0.0947500972061886
274,"1",7.00808476955423e-07,0.49235683052925,-0.0351406523206566
275,"1",1.46603609659469e-07,0.455310046476933,0.0654911312209483
276,"1",1.00882122099724e-06,0.5014073668366,-0.0353317608390382
277,"1",5.49921444465836e-08,0.433525884300681,0.102502253765238
278,"1",3.34343471286188e-07,0.474470966314448,0.0391892691529722
279,"1",2.92934064889792e-06,0.528857288380534,-0.0773937858683792
280,"1",2.8990265466796e-07,0.471099463456205,0.0405095286863416
281,"1",3.67051668270985e-07,0.476690349833063,0.00366014847580605
282,"1",4.43130115194823e-07,0.481201046643947,-0.00253625903255693
283,"1",1.16650798436943e-06,0.505061641368825,-0.0232698557714358
284,"1",1.61424914411795e-06,0.513332224770851,-0.0657063992448255
285,"1",2.86730094246905e-07,0.470840339167758,0.0355399184131812
286,"1",1.06036303738783e-06,0.502658150592126,-0.0226948078722505
287,"1",6.49469744735211e-06,0.550336029513243,-0.0980540837344137
288,"1",1.68777680832073e-06,0.514476747210974,-0.0370811201845131
289,"1",4.78298862140584e-07,0.483042081792,0.0123626631223301
290,"1",1.83745275498428e-06,0.516667101622062,-0.0573916056465037
291,"1",6.47192103993737e-08,0.437070666716592,0.0953093492012341
292,"1",3.49472920202238e-07,0.475522067994445,0.0296703575131631
293,"1",8.72805846183327e-07,0.4977896726666,-0.0273538480902022
294,"1",3.21211276444626e-07,0.473521321684727,0.0468242116450329
295,"1",5.69707121736848e-08,0.434292753029902,0.113132096629299
296,"1",1.04466204048861e-07,0.447660515734466,0.05150635685577
297,"1",1.65118924433084e-06,0.513913282537651,-0.0374316509433193
298,"1",6.12677487653971e-07,0.489059383594336,-0.000286767140512346
299,"1",1.20000749167779e-06,0.505777141816204,-0.0410211144529909
300,"1",2.8441190568969e-07,0.470649269136794,0.0208679974019308
301,"1",8.8236993127439e-07,0.498060998613378,-0.0215135730880775
302,"1",2.21447400779025e-07,0.464797228056364,0.0268880441256935
303,"1",3.93886015868835e-07,0.478375058251641,0.0325250924851273
304,"1",2.91061437193467e-06,0.528687732719559,-0.0511270909697067
305,"1",9.21467479596957e-07,0.499141868733282,-0.0334258953538827
306,"1",6.999697158167e-07,0.492327349954551,-0.00333785666053605
307,"1",6.56602093673854e-07,0.490755429523312,-0.0208916800704577
308,"1",2.24557903347961e-07,0.465121502381494,0.0227976448985593
309,"1",7.95168126927034e-07,0.495476371159469,-0.00772894985080406
310,"1",8.82939087579883e-07,0.498077056942798,-0.0223060061406943
311,"1",6.21804932909107e-08,0.436197033963885,0.074838698029822
312,"1",2.96183111739065e-07,0.47160458051339,0.0544640955581432
313,"1",3.5142227013245e-07,0.475654340298463,-0.0017732089007418
314,"1",9.61011541407069e-07,0.500191641540586,-0.0203769919518506
315,"1",2.4625867792067e-07,0.467271805564112,0.0267613351425931
316,"1",7.95981152164135e-06,0.555962039229925,-0.108834074276402
317,"1",1.20308615132822e-06,0.505841942298794,-0.0411590908265
318,"1",5.37481391841162e-07,0.485867860090687,-0.0283768157066106
319,"1",2.4090111897792e-06,0.52371129540336,-0.0791850713366193
320,"1",9.50189160242544e-06,0.560906539745747,-0.130778267678858
321,"1",3.54350997450257e-07,0.475851763323843,-0.0183929616774367
322,"1",2.41995196549367e-07,0.466863946910616,0.0264134032611292
323,"1",1.81659287549532e-06,0.516372232431795,-0.0666442360431657
324,"1",1.69906357217164e-07,0.458680715648631,0.0519810068878321
325,"1",3.02367824199151e-07,0.472092149722991,0.0303773276573318
326,"1",3.4590319002386e-07,0.475278018087359,0.00982587866482515
327,"1",8.39926885935698e-07,0.496834876032849,-0.0175611159755852
328,"1",2.32885943559045e-06,0.522825984375107,-0.0539587240432672
329,"1",3.57510289287463e-08,0.424291593607285,0.117136423820103
330,"1",1.13652180430521e-06,0.504404425864,-0.0269867871638753
331,"1",4.32367385712336e-08,0.428343958984519,0.0954483577070463
332,"1",4.17582555692369e-07,0.479774451270581,-0.00828424766533478
333,"1",1.1841623766197e-06,0.505441110707564,-0.0423243860784121
334,"1",6.49370195568923e-08,0.437144096338819,0.0687649348613012
335,"1",3.5858349505032e-07,0.476134350728788,0.0149130723852876
336,"1",1.56337149037078e-06,0.512510903615143,-0.0372571143902412
337,"1",1.51983120535297e-07,0.456131187677134,0.0392159899059296
338,"1",2.7684725873044e-07,0.47001531731911,0.023945514811304
339,"1",6.31347987491035e-07,0.489793976686921,-0.00159367926203868
340,"1",1.77184256801488e-07,0.459643641395032,0.0640992759955217
341,"1",7.661514658595e-07,0.494556292330283,-0.0166220809483478
342,"1",4.82997483986665e-07,0.483278242569691,-0.00315797999582172
343,"1",1.36590089022692e-06,0.509062328179443,-0.0363944049758201
344,"1",3.04123180007489e-07,0.472228806646276,0.00375781885614601
345,"1",7.12493417824841e-07,0.492764080433855,-0.00318675646431288
346,"1",8.98706072407637e-07,0.498518045682143,-0.025187743292176
347,"1",7.01328809898059e-07,0.492375102223917,-0.000415644313934918
348,"1",3.50367463917103e-07,0.475582853668675,0.0281173827969173
349,"1",6.62868659891513e-07,0.490988561248708,0.0050831622639972
350,"1",1.39159809837646e-06,0.509536959609832,-0.0385766327755209
351,"1",1.21992851790241e-07,0.451145592850405,0.0732700709798074
352,"1",2.02070861091094e-06,0.519128873466647,-0.0645030272289723
353,"1",6.82550745932348e-07,0.4917074033773,0.00434051262027562
354,"1",8.04229480540243e-07,0.495757164797077,-0.0601915232593918
355,"1",3.62457016652973e-07,0.476390207355335,-0.00282061103097215
356,"1",2.31475628995867e-06,0.52266722028893,-0.0655224598487607
357,"1",3.99262875168962e-07,0.478699469832632,0.0214192992914278
358,"1",1.12232953996606e-06,0.504087606135979,-0.0337937451539276
359,"1",2.61208757486322e-07,0.468650825845968,0.0348153112338796
360,"1",2.51298563391598e-06,0.524818940660309,-0.0927678607608065
361,"1",7.56103125000805e-07,0.49422994070959,-0.0150946221968964
362,"1",3.38622818360099e-07,0.474772779207907,0.0151552819623578
363,"1",1.37894816777827e-07,0.453917991834232,0.0623059825802831
364,"1",1.45009248156231e-06,0.510587037570437,-0.0254036086924539
365,"1",3.02274242969429e-06,0.529687906008986,-0.0564496361828953
366,"1",7.5093890660527e-06,0.554345122029294,-0.121662612038639
367,"1",5.05224695395046e-07,0.484366644899717,0.0215890242317718
368,"1",1.24888069149038e-07,0.451674994102008,0.0800243170825714
369,"1",3.94717832904405e-07,0.478425519793017,0.0156371273653815
370,"1",9.5564575634006e-07,0.500051629437232,-0.029983063862202
371,"1",9.53238615978237e-08,0.445615287322883,0.0497500441763256
372,"1",4.76489451945353e-08,0.430430130325866,0.129361809380019
373,"1",6.27328596956404e-07,0.489637592935247,-0.00370132726618722
374,"1",8.62400257821416e-07,0.497491246809178,-0.00967492229981089
375,"1",3.19044091783613e-06,0.531119852865526,-0.0900071573930727
376,"1",4.71710188639341e-07,0.482707184542246,-0.00180035009876822
377,"1",5.26934711398425e-07,0.485386664556564,0.00484469394529479
378,"1",4.6092750417902e-06,0.540980525206529,-0.0797383098237489
379,"1",2.82363254904388e-07,0.470479179474688,0.0175741189970899
380,"1",4.14057774708563e-07,0.479571148039653,0.00137931715408196
381,"1",7.27666943963918e-07,0.493283549381844,0.00380479153039273
382,"1",1.20330893763582e-07,0.450836279486321,0.0827685687264874
383,"1",2.07765214865055e-06,0.519850710497127,-0.0763748582357223
384,"1",3.51103664346085e-07,0.475632769166109,0.0126208036993633
385,"1",1.73261904504126e-06,0.515151719997147,-0.0603345404826036
386,"1",5.28391086576372e-07,0.485453653757406,0.00948594323736025
387,"1",1.41511069743588e-07,0.454505895261663,0.056959862789381
388,"1",1.58787415395188e-06,0.512909571965485,-0.0544486830522464
389,"1",3.89135294780128e-07,0.478084904582123,0.014785571216075
390,"1",1.30517423543624e-06,0.507906095119503,-0.0406607101518033
391,"1",1.57538623946404e-07,0.456950705712737,0.0192849242668193
392,"1",4.69287063146478e-07,0.482582900217026,0.0190774994930256
393,"1",9.62024167520777e-08,0.445819744990134,0.038323730915634
394,"1",2.6757630393899e-07,0.469215535026729,0.0492082459695213
395,"1",2.0490098927301e-06,0.519490012921886,-0.0585154707991154
396,"1",9.72368424685071e-08,0.446058215266028,0.105735665028625
397,"1",7.22920754167513e-07,0.49312217735773,-0.0116792895493308
398,"1",6.52300465078281e-07,0.490594171657378,0.00325458269099088
399,"1",4.03799390899276e-07,0.478969967448351,0.0102412348530136
400,"1",9.33133394786352e-08,0.445140579256331,0.0658139035472508
401,"1",2.99709442807393e-07,0.4718837492096,0.0443620757830594
402,"1",1.31613340702139e-07,0.45286107759702,0.0558511665970025
403,"1",5.05840054375446e-07,0.484396125550894,0.013913831880102
404,"1",1.7790136858701e-06,0.515832812484628,-0.0455850841803064
405,"1",2.6614662378685e-07,0.469089863097045,0.0443225304988708
406,"1",2.15018717746541e-07,0.464113085515954,0.025706259816794
407,"1",5.26022703796461e-06,0.544565626091177,-0.104214450994522
408,"1",6.40191096426151e-07,0.490134735214234,-0.00932363719590606
409,"1",3.12748667541173e-07,0.472889611413281,0.0392044389261772
410,"1",3.71971646173128e-08,0.425133660193919,0.0688564395949426
411,"1",4.34162292410184e-07,0.48070938947366,0.00127258876573912
412,"1",5.40777433865417e-07,0.486016404264607,-0.0125470571581217
413,"1",1.79415035837737e-06,0.516051377684237,-0.0479756623100372
414,"1",4.12189962010483e-07,0.479462748424512,0.00222237203158815
415,"1",1.9790890021441e-07,0.462192896289707,0.0474240935454661
416,"1",2.16855211450342e-07,0.464310487371277,0.0537975806427953
