"comm","param","n_sp_pruned","n_sp_pool","mean_comp_strength_pool","mean_comp_strength","Omega_pool","omega_pool","Omega_obs","omega_obs","Omega_percentile","omega_percentile","Omega_expect_comm","omega_expect_comm","comp_strength_expect"
1,0.05,13,20,0.0617297883360009,0.0329486798899572,2.57418759261577e-09,0.371990637687953,0.0192067843165683,0.737832958098308,0.988,0.988,0.0012766766924741,0.527462528345131,0.061165706252445
1,0.05,9,20,0.0617297883360009,0.0346919021726872,2.57418759261577e-09,0.371990637687953,0.136527253860251,0.801517966276772,0.886,0.886,0.0534242266225016,0.654291998374369,0.0597133607922999
1,0.05,12,20,0.0617297883360009,0.0400609608956194,2.57418759261577e-09,0.371990637687953,0.0173211152560187,0.713205451794267,0.954,0.954,0.00343685845768832,0.549918247933907,0.0622961467225776
1,0.05,11,20,0.0617297883360009,0.0329598696340643,2.57418759261577e-09,0.371990637687953,0.0558792065173621,0.769331752410192,0.954,0.954,0.0116669951427589,0.586579499397196,0.0604421218778211
1,0.05,10,20,0.0617297883360009,0.0469395652789379,2.57418759261577e-09,0.371990637687953,0.0357895551681415,0.716763085033073,0.764,0.764,0.025478661245728,0.622581067114984,0.0600158754157979
1,0.05,10,20,0.0617297883360009,0.0617636350152297,2.57418759261577e-09,0.371990637687953,0.0138235179390576,0.651721214327465,0.642,0.642,0.0205041976236675,0.606425571982921,0.062059267453682
1,0.05,11,20,0.0617297883360009,0.0246139849123605,2.57418759261577e-09,0.371990637687953,0.126557953955708,0.82868590021961,0.998,0.998,0.00932397662074261,0.581639095452431,0.0612642947736126
1,0.05,14,20,0.0617297883360009,0.0501859836472439,2.57418759261577e-09,0.371990637687953,0.000691651808812851,0.594672259435753,0.898,0.898,0.000297653916945562,0.497008869106623,0.0620410035557834
1,0.05,10,20,0.0617297883360009,0.0236751118968142,2.57418759261577e-09,0.371990637687953,0.221233896411021,0.859973694294036,0.988,0.988,0.0253857687088551,0.621205060558094,0.059450062802418
1,0.05,11,20,0.0617297883360009,0.0252026325513688,2.57418759261577e-09,0.371990637687953,0.11742734696925,0.823063927215847,1,1,0.0087171486179448,0.581474612440794,0.0610141538319713
1,0.05,11,20,0.0617297883360009,0.0388315714679533,2.57418759261577e-09,0.371990637687953,0.0321375530503354,0.731600327986875,0.92,0.92,0.00920156154087495,0.580009443491127,0.0613380886389926
1,0.05,10,20,0.0617297883360009,0.0388328687155839,2.57418759261577e-09,0.371990637687953,0.0550501667451723,0.748300204444343,0.84,0.84,0.0261939965070402,0.618493127967324,0.060480498117528
1,0.05,13,20,0.0617297883360009,0.0314212249951688,2.57418759261577e-09,0.371990637687953,0.0217156992677026,0.744834054054033,0.998,0.998,0.00113448112166584,0.524409337550135,0.0614857670946571
1,0.05,13,20,0.0617297883360009,0.0468468846599859,2.57418759261577e-09,0.371990637687953,0.00265678663642835,0.633685238696861,0.888,0.888,0.00125635522911678,0.527802114255432,0.0612668907463632
1,0.05,12,20,0.0617297883360009,0.0357078341741677,2.57418759261577e-09,0.371990637687953,0.0117982515418049,0.690745616585244,0.928,0.928,0.002980878687988,0.546217430643146,0.0621514479416439
1,0.05,12,20,0.0617297883360009,0.0371141257003003,2.57418759261577e-09,0.371990637687953,0.0172273925550081,0.712883061621194,0.948,0.948,0.00336498457674684,0.552676792946184,0.0613254307449546
1,0.05,11,20,0.0617297883360009,0.0257254623470616,2.57418759261577e-09,0.371990637687953,0.119096633652859,0.824120775181638,1,1,0.00865897267082995,0.574554400622418,0.0624511644890509
