"stage","plot","year","n_sp_real","n_sp_pot","Omega_pool","omega_pool","Omega_real","omega_real","Omega_percentile","omega_percentile","Omega_mean","omega_mean","comp_strength_real","comp_strength_mean"
"late","8","2009",28,196,5.1524416555266e-55,0.528470166033443,2.32527847416662e-06,0.629220230590191,0.554,0.554,3.68924283462054e-06,0.618847226196219,0.0220742000503905,0.0258200544775358
"late","8","2010",22,167,1.08320962445315e-45,0.537956031947849,0.000469753571460725,0.705864544302656,0.998,0.998,3.83174732538943e-05,0.616703020157413,0.0232065553494125,0.0340761635231753
"late","8","2011",30,195,5.84824405362431e-56,0.520899543536303,2.40336653034855e-05,0.701499448005226,1,1,7.65560391891536e-07,0.608310026219781,0.0177627257799672,0.0251051478405159
"late","8","2012",9,119,4.06660339942448e-31,0.555412172315438,0.401736923858742,0.903636006832498,0.997,0.997,0.045653069871798,0.692309722015385,0.0161375661375661,0.0639840285687309
"late","8","2013",21,156,3.8289854811468e-43,0.534683387054409,0.000939459940790623,0.717548640612683,0.993,0.993,0.000139015947794256,0.63443301977906,0.0217361111111111,0.0325751172116576
"late","8","2014",11,118,6.58805348062298e-31,0.554915371517011,0.0226301067318071,0.708640639317102,0.603,0.603,0.0297830345665274,0.698089427111388,0.0467365967365967,0.0492836905071697
"middle","5","2007",13,102,6.88578325422422e-26,0.566647879789682,0.0485810950755407,0.79242655926002,0.999,0.999,0.00376803848430192,0.638784088638908,0.0245726495726496,0.0548691863963282
"middle","5","2008",24,140,8.41384604897097e-39,0.534608273381063,0.000222977423366681,0.704440317032958,0.999,0.999,1.81317455510577e-05,0.614280728883203,0.0224339669991844,0.03040514007552
"middle","5","2009",30,156,2.89133772634935e-44,0.525901584892137,8.25622820956751e-07,0.626940110765752,0.686,0.686,7.17089462140553e-07,0.599277618806245,0.021435222504188,0.0254312454643292
"middle","5","2010",24,159,3.06374151148326e-45,0.524854979064462,5.89277589926466e-05,0.66644349032145,0.937,0.937,1.79010071339941e-05,0.612944107369941,0.0270581723027375,0.0302704753749082
"middle","5","2011",18,139,1.62539812600059e-36,0.55274508600913,0.00100822488668916,0.681602174688568,0.851,0.851,0.000532938312169749,0.635551647570562,0.0341640567130763,0.0374589357603701
"middle","5","2012",12,156,8.00658480808278e-45,0.521590641326342,0.0211360362975404,0.725134601230973,0.778,0.778,0.0155128182897708,0.680352923842995,0.0427192088956795,0.0472516928265873
"middle","5","2013",12,131,5.42376086488101e-37,0.528643138275785,0.0295901908331807,0.745754095651743,0.911,0.911,0.0127945110473389,0.67306503551874,0.0379017447199265,0.0496380625040244
"middle","5","2014",15,119,3.51485538738119e-32,0.544101464227091,0.000480015524330272,0.600828260924936,0.133,0.133,0.00266592470305717,0.653335696211437,0.0443990929705215,0.0433814277243862
"middle","5","2016",5,76,4.13535699572749e-19,0.572943785616861,0.127691508971339,0.662570970198509,0.421,0.421,0.174997207471082,0.692934281877323,0.15,0.125801556809204
